common_name,scientific_name,status,order,family,region
Moluccan Megapode,Eulipoa wallacei,Vulnerable,GALLIFORMES,Megapodiidae,ASI
Nicobar Megapode,Megapodius nicobariensis,Vulnerable,GALLIFORMES,Megapodiidae,ASI
Philippine Megapode,Megapodius cumingii,,GALLIFORMES,Megapodiidae,ASI
Sula Megapode,Megapodius bernsteinii,Vulnerable,GALLIFORMES,Megapodiidae,ASI
Tanimbar Megapode,Megapodius tenimberensis,Vulnerable,GALLIFORMES,Megapodiidae,ASI
Dusky Megapode,Megapodius freycinet,,GALLIFORMES,Megapodiidae,ASI
Biak Megapode,Megapodius geelvinkianus,Near-threatened,GALLIFORMES,Megapodiidae,ASI
New Guinea Megapode,Megapodius decollatus,,GALLIFORMES,Megapodiidae,ASI
Orange-footed Megapode,Megapodius reinwardt,,GALLIFORMES,Megapodiidae,ASI
Helmeted Guineafowl,Numida meleagris,Introduced species,GALLIFORMES,Numididae,ASI
Ferruginous Partridge,Caloperdix oculeus,Near-threatened,GALLIFORMES,Phasianidae,ASI
Crested Partridge,Rollulus rouloul,Vulnerable,GALLIFORMES,Phasianidae,ASI
Black Partridge,Melanoperdix niger,Vulnerable,GALLIFORMES,Phasianidae,ASI
Hill Partridge,Arborophila torqueola,,GALLIFORMES,Phasianidae,ASI
Sichuan Partridge,Arborophila rufipectus,Vulnerable,GALLIFORMES,Phasianidae,ASI
Chestnut-breasted Partridge,Arborophila mandellii,Near-threatened,GALLIFORMES,Phasianidae,ASI
White-necklaced Partridge,Arborophila gingica,Near-threatened,GALLIFORMES,Phasianidae,ASI
Rufous-throated Partridge,Arborophila rufogularis,,GALLIFORMES,Phasianidae,ASI
Red-billed Partridge,Arborophila rubrirostris,,GALLIFORMES,Phasianidae,ASI
Chestnut-headed Partridge,Arborophila cambodiana,,GALLIFORMES,Phasianidae,ASI
Hainan Partridge,Arborophila ardens,Vulnerable,GALLIFORMES,Phasianidae,ASI
Taiwan Partridge,Arborophila crudigularis,,GALLIFORMES,Phasianidae,ASI
White-cheeked Partridge,Arborophila atrogularis,,GALLIFORMES,Phasianidae,ASI
Bar-backed Partridge,Arborophila brunneopectus,,GALLIFORMES,Phasianidae,ASI
Orange-necked Partridge,Arborophila davidi,Near-threatened,GALLIFORMES,Phasianidae,ASI
Red-breasted Partridge,Arborophila hyperythra,,GALLIFORMES,Phasianidae,ASI
Malayan Partridge,Arborophila campbelli,,GALLIFORMES,Phasianidae,ASI
Roll's Partridge,Arborophila rolli,,GALLIFORMES,Phasianidae,ASI
Sumatran Partridge,Arborophila sumatrana,,GALLIFORMES,Phasianidae,ASI
Chestnut-bellied Partridge,Arborophila javanica,,GALLIFORMES,Phasianidae,ASI
Gray-breasted Partridge,Arborophila orientalis,Vulnerable,GALLIFORMES,Phasianidae,ASI
Snow Partridge,Lerwa lerwa,,GALLIFORMES,Phasianidae,ASI
Blood Pheasant,Ithaginis cruentus,,GALLIFORMES,Phasianidae,ASI
Western Tragopan,Tragopan melanocephalus,Vulnerable,GALLIFORMES,Phasianidae,ASI
Satyr Tragopan,Tragopan satyra,,GALLIFORMES,Phasianidae,ASI
Blyth's Tragopan,Tragopan blythii,Vulnerable,GALLIFORMES,Phasianidae,ASI
Temminck's Tragopan,Tragopan temminckii,,GALLIFORMES,Phasianidae,ASI
Cabot's Tragopan,Tragopan caboti,Vulnerable,GALLIFORMES,Phasianidae,ASI
Chestnut-throated Monal-Partridge,Tetraophasis obscurus,,GALLIFORMES,Phasianidae,ASI
Buff-throated Monal-Partridge,Tetraophasis szechenyii,,GALLIFORMES,Phasianidae,ASI
Himalayan Monal,Lophophorus impejanus,,GALLIFORMES,Phasianidae,ASI
Sclater's Monal,Lophophorus sclateri,,GALLIFORMES,Phasianidae,ASI
Chinese Monal,Lophophorus lhuysii,Vulnerable,GALLIFORMES,Phasianidae,ASI
Koklass Pheasant,Pucrasia macrolopha,,GALLIFORMES,Phasianidae,ASI
Hazel Grouse,Tetrastes bonasia,,GALLIFORMES,Phasianidae,ASI
Chinese Grouse,Tetrastes sewerzowi,Near-threatened,GALLIFORMES,Phasianidae,ASI
Willow Ptarmigan,Lagopus lagopus,,GALLIFORMES,Phasianidae,ASI
Rock Ptarmigan,Lagopus muta,,GALLIFORMES,Phasianidae,ASI
Siberian Grouse,Falcipennis falcipennis,Near-threatened,GALLIFORMES,Phasianidae,ASI
Western Capercaillie,Tetrao urogallus,,GALLIFORMES,Phasianidae,ASI
Black-billed Capercaillie,Tetrao urogalloides,,GALLIFORMES,Phasianidae,ASI
Black Grouse,Lyrurus tetrix,,GALLIFORMES,Phasianidae,ASI
Caucasian Grouse,Lyrurus mlokosiewiczi,Near-threatened,GALLIFORMES,Phasianidae,ASI
Long-billed Partridge,Rhizothera longirostris,Near-threatened,GALLIFORMES,Phasianidae,ASI
Dulit Partridge,Rhizothera dulitensis,Data deficient,GALLIFORMES,Phasianidae,ASI
Tibetan Partridge,Perdix hodgsoniae,,GALLIFORMES,Phasianidae,ASI
Gray Partridge,Perdix perdix,,GALLIFORMES,Phasianidae,ASI
Daurian Partridge,Perdix dauurica,Extirpated,GALLIFORMES,Phasianidae,ASI
Copper Pheasant,Syrmaticus soemmerringii,Near-threatened,GALLIFORMES,Phasianidae,ASI
Reeves's Pheasant,Syrmaticus reevesii,Vulnerable,GALLIFORMES,Phasianidae,ASI
Mikado Pheasant,Syrmaticus mikado,,GALLIFORMES,Phasianidae,ASI
Elliot's Pheasant,Syrmaticus ellioti,,GALLIFORMES,Phasianidae,ASI
Mrs. Hume's Pheasant,Syrmaticus humiae,Vulnerable,GALLIFORMES,Phasianidae,ASI
Golden Pheasant,Chrysolophus pictus,,GALLIFORMES,Phasianidae,ASI
Lady Amherst's Pheasant,Chrysolophus amherstiae,,GALLIFORMES,Phasianidae,ASI
Ring-necked Pheasant,Phasianus colchicus,,GALLIFORMES,Phasianidae,ASI
Green Pheasant,Phasianus versicolor,,GALLIFORMES,Phasianidae,ASI
Cheer Pheasant,Catreus wallichii,Vulnerable,GALLIFORMES,Phasianidae,ASI
Tibetan Eared-Pheasant,Crossoptilon harmani,,GALLIFORMES,Phasianidae,ASI
White Eared-Pheasant,Crossoptilon crossoptilon,,GALLIFORMES,Phasianidae,ASI
Brown Eared-Pheasant,Crossoptilon mantchuricum,,GALLIFORMES,Phasianidae,ASI
Blue Eared-Pheasant,Crossoptilon auritum,,GALLIFORMES,Phasianidae,ASI
Edwards's Pheasant,Lophura edwardsi,Critically endangered,GALLIFORMES,Phasianidae,ASI
Swinhoe's Pheasant,Lophura swinhoii,Near-threatened,GALLIFORMES,Phasianidae,ASI
Bulwer's Pheasant,Lophura bulweri,Vulnerable,GALLIFORMES,Phasianidae,ASI
Kalij Pheasant,Lophura leucomelanos,,GALLIFORMES,Phasianidae,ASI
Silver Pheasant,Lophura nycthemera,,GALLIFORMES,Phasianidae,ASI
Malayan Crestless Fireback,Lophura erythrophthalma,Critically endangered,GALLIFORMES,Phasianidae,ASI
Bornean Crestless Fireback,Lophura pyronota,Endangered,GALLIFORMES,Phasianidae,ASI
Siamese Fireback,Lophura diardi,,GALLIFORMES,Phasianidae,ASI
Salvadori's Pheasant,Lophura inornata,Near-threatened,GALLIFORMES,Phasianidae,ASI
Malayan Crested Fireback,Lophura rufa,Vulnerable,GALLIFORMES,Phasianidae,ASI
Bornean Crested Fireback,Lophura ignita,Vulnerable,GALLIFORMES,Phasianidae,ASI
Vietnamese Crested Argus,Rheinardia ocellata,Critically endangered,GALLIFORMES,Phasianidae,ASI
Malayan Crested Argus,Rheinardia nigrescens,Near-threatened,GALLIFORMES,Phasianidae,ASI
Great Argus,Argusianus argus,Vulnerable,GALLIFORMES,Phasianidae,ASI
Indian Peafowl,Pavo cristatus,,GALLIFORMES,Phasianidae,ASI
Green Peafowl,Pavo muticus,Rare/Accidental Endangered,GALLIFORMES,Phasianidae,ASI
Scaly-breasted Partridge,Tropicoperdix chloropus,,GALLIFORMES,Phasianidae,ASI
Chestnut-necklaced Partridge,Tropicoperdix charltonii,Vulnerable,GALLIFORMES,Phasianidae,ASI
Sabah Partridge,Tropicoperdix graydoni,Near-threatened,GALLIFORMES,Phasianidae,ASI
Crimson-headed Partridge,Haematortyx sanguiniceps,,GALLIFORMES,Phasianidae,ASI
Red Spurfowl,Galloperdix spadicea,,GALLIFORMES,Phasianidae,ASI
Painted Spurfowl,Galloperdix lunulata,,GALLIFORMES,Phasianidae,ASI
Sri Lanka Spurfowl,Galloperdix bicalcarata,,GALLIFORMES,Phasianidae,ASI
Palawan Peacock-Pheasant,Polyplectron napoleonis,Vulnerable,GALLIFORMES,Phasianidae,ASI
Bornean Peacock-Pheasant,Polyplectron schleiermacheri,Endangered,GALLIFORMES,Phasianidae,ASI
Malayan Peacock-Pheasant,Polyplectron malacense,Endangered,GALLIFORMES,Phasianidae,ASI
Germain's Peacock-Pheasant,Polyplectron germaini,Vulnerable,GALLIFORMES,Phasianidae,ASI
Hainan Peacock-Pheasant,Polyplectron katsumatae,Endangered,GALLIFORMES,Phasianidae,ASI
Gray Peacock-Pheasant,Polyplectron bicalcaratum,,GALLIFORMES,Phasianidae,ASI
Mountain Peacock-Pheasant,Polyplectron inopinatum,Near-threatened,GALLIFORMES,Phasianidae,ASI
Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum,,GALLIFORMES,Phasianidae,ASI
Mountain Bamboo-Partridge,Bambusicola fytchii,,GALLIFORMES,Phasianidae,ASI
Chinese Bamboo-Partridge,Bambusicola thoracicus,,GALLIFORMES,Phasianidae,ASI
Taiwan Bamboo-Partridge,Bambusicola sonorivox,,GALLIFORMES,Phasianidae,ASI
Green Junglefowl,Gallus varius,,GALLIFORMES,Phasianidae,ASI
Red Junglefowl,Gallus gallus,Introduced species,GALLIFORMES,Phasianidae,ASI
Gray Junglefowl,Gallus sonneratii,,GALLIFORMES,Phasianidae,ASI
Sri Lanka Junglefowl,Gallus lafayettii,,GALLIFORMES,Phasianidae,ASI
Gray Francolin,Ortygornis pondicerianus,,GALLIFORMES,Phasianidae,ASI
Swamp Francolin,Ortygornis gularis,Near-threatened,GALLIFORMES,Phasianidae,ASI
Chinese Francolin,Francolinus pintadeanus,,GALLIFORMES,Phasianidae,ASI
Black Francolin,Francolinus francolinus,,GALLIFORMES,Phasianidae,ASI
Painted Francolin,Francolinus pictus,,GALLIFORMES,Phasianidae,ASI
Tibetan Snowcock,Tetraogallus tibetanus,,GALLIFORMES,Phasianidae,ASI
Altai Snowcock,Tetraogallus altaicus,,GALLIFORMES,Phasianidae,ASI
Caucasian Snowcock,Tetraogallus caucasicus,,GALLIFORMES,Phasianidae,ASI
Caspian Snowcock,Tetraogallus caspius,,GALLIFORMES,Phasianidae,ASI
Himalayan Snowcock,Tetraogallus himalayensis,,GALLIFORMES,Phasianidae,ASI
See-see Partridge,Ammoperdix griseogularis,,GALLIFORMES,Phasianidae,ASI
Sand Partridge,Ammoperdix heyi,,GALLIFORMES,Phasianidae,ASI
Brown Quail,Synoicus ypsilophorus,,GALLIFORMES,Phasianidae,ASI
Snow Mountain Quail,Synoicus monorthonyx,,GALLIFORMES,Phasianidae,ASI
Blue-breasted Quail,Synoicus chinensis,,GALLIFORMES,Phasianidae,ASI
Common Quail,Coturnix coturnix,,GALLIFORMES,Phasianidae,ASI
Japanese Quail,Coturnix japonica,Near-threatened,GALLIFORMES,Phasianidae,ASI
Harlequin Quail,Coturnix delegorguei,,GALLIFORMES,Phasianidae,ASI
Rain Quail,Coturnix coromandelica,,GALLIFORMES,Phasianidae,ASI
Arabian Partridge,Alectoris melanocephala,,GALLIFORMES,Phasianidae,ASI
Chukar,Alectoris chukar,,GALLIFORMES,Phasianidae,ASI
Rock Partridge,Alectoris graeca,Near-threatened,GALLIFORMES,Phasianidae,ASI
Philby's Partridge,Alectoris philbyi,,GALLIFORMES,Phasianidae,ASI
Przevalski's Partridge,Alectoris magna,,GALLIFORMES,Phasianidae,ASI
Jungle Bush-Quail,Perdicula asiatica,,GALLIFORMES,Phasianidae,ASI
Rock Bush-Quail,Perdicula argoondah,,GALLIFORMES,Phasianidae,ASI
Painted Bush-Quail,Perdicula erythrorhyncha,,GALLIFORMES,Phasianidae,ASI
Manipur Bush-Quail,Perdicula manipurensis,Critically endangered,GALLIFORMES,Phasianidae,ASI
Himalayan Quail,Ophrysia superciliosa,Critically endangered (possibly extinct),GALLIFORMES,Phasianidae,ASI
Rock Pigeon,Columba livia,,COLUMBIFORMES,Columbidae,ASI
Hill Pigeon,Columba rupestris,,COLUMBIFORMES,Columbidae,ASI
Snow Pigeon,Columba leuconota,,COLUMBIFORMES,Columbidae,ASI
Speckled Pigeon,Columba guinea,Introduced species,COLUMBIFORMES,Columbidae,ASI
Stock Dove,Columba oenas,,COLUMBIFORMES,Columbidae,ASI
Yellow-eyed Pigeon,Columba eversmanni,Vulnerable,COLUMBIFORMES,Columbidae,ASI
Common Wood-Pigeon,Columba palumbus,,COLUMBIFORMES,Columbidae,ASI
Rameron Pigeon,Columba arquatrix,,COLUMBIFORMES,Columbidae,ASI
Speckled Wood-Pigeon,Columba hodgsonii,,COLUMBIFORMES,Columbidae,ASI
Ashy Wood-Pigeon,Columba pulchricollis,,COLUMBIFORMES,Columbidae,ASI
Nilgiri Wood-Pigeon,Columba elphinstonii,Vulnerable,COLUMBIFORMES,Columbidae,ASI
Sri Lanka Wood-Pigeon,Columba torringtoniae,Vulnerable,COLUMBIFORMES,Columbidae,ASI
Pale-capped Pigeon,Columba punicea,Vulnerable,COLUMBIFORMES,Columbidae,ASI
Silvery Wood-Pigeon,Columba argentina,Critically endangered,COLUMBIFORMES,Columbidae,ASI
Andaman Wood-Pigeon,Columba palumboides,Near-threatened,COLUMBIFORMES,Columbidae,ASI
Black Wood-Pigeon,Columba janthina,,COLUMBIFORMES,Columbidae,ASI
Ryukyu Pigeon,Columba jouyi,Extinct,COLUMBIFORMES,Columbidae,ASI
Bonin Pigeon,Columba versicolor,Extinct,COLUMBIFORMES,Columbidae,ASI
Metallic Pigeon,Columba vitiensis,,COLUMBIFORMES,Columbidae,ASI
Malagasy Turtle-Dove,Nesoenas picturatus,,COLUMBIFORMES,Columbidae,ASI
European Turtle-Dove,Streptopelia turtur,Vulnerable,COLUMBIFORMES,Columbidae,ASI
Dusky Turtle-Dove,Streptopelia lugens,,COLUMBIFORMES,Columbidae,ASI
Oriental Turtle-Dove,Streptopelia orientalis,,COLUMBIFORMES,Columbidae,ASI
Sunda Collared-Dove,Streptopelia bitorquata,,COLUMBIFORMES,Columbidae,ASI
Philippine Collared-Dove,Streptopelia dusumieri,Vulnerable,COLUMBIFORMES,Columbidae,ASI
Eurasian Collared-Dove,Streptopelia decaocto,,COLUMBIFORMES,Columbidae,ASI
Burmese Collared-Dove,Streptopelia xanthocycla,,COLUMBIFORMES,Columbidae,ASI
African Collared-Dove,Streptopelia roseogrisea,,COLUMBIFORMES,Columbidae,ASI
Red-eyed Dove,Streptopelia semitorquata,,COLUMBIFORMES,Columbidae,ASI
Red Collared-Dove,Streptopelia tranquebarica,,COLUMBIFORMES,Columbidae,ASI
Spotted Dove,Spilopelia chinensis,,COLUMBIFORMES,Columbidae,ASI
Laughing Dove,Spilopelia senegalensis,,COLUMBIFORMES,Columbidae,ASI
Barred Cuckoo-Dove,Macropygia unchall,,COLUMBIFORMES,Columbidae,ASI
Flores Sea Cuckoo-Dove,Macropygia macassariensis,,COLUMBIFORMES,Columbidae,ASI
Timor Cuckoo-Dove,Macropygia magna,,COLUMBIFORMES,Columbidae,ASI
Tanimbar Cuckoo-Dove,Macropygia timorlaoensis,,COLUMBIFORMES,Columbidae,ASI
Amboyna Cuckoo-Dove,Macropygia amboinensis,,COLUMBIFORMES,Columbidae,ASI
Sultan's Cuckoo-Dove,Macropygia doreya,,COLUMBIFORMES,Columbidae,ASI
Andaman Cuckoo-Dove,Macropygia rufipennis,,COLUMBIFORMES,Columbidae,ASI
Philippine Cuckoo-Dove,Macropygia tenuirostris,,COLUMBIFORMES,Columbidae,ASI
Ruddy Cuckoo-Dove,Macropygia emiliana,,COLUMBIFORMES,Columbidae,ASI
Enggano Cuckoo-Dove,Macropygia cinnamomea,Near-threatened,COLUMBIFORMES,Columbidae,ASI
Barusan Cuckoo-Dove,Macropygia modiglianii,,COLUMBIFORMES,Columbidae,ASI
Black-billed Cuckoo-Dove,Macropygia nigrirostris,,COLUMBIFORMES,Columbidae,ASI
Spot-breasted Cuckoo-Dove,Macropygia mackinlayi,,COLUMBIFORMES,Columbidae,ASI
Little Cuckoo-Dove,Macropygia ruficeps,,COLUMBIFORMES,Columbidae,ASI
Great Cuckoo-Dove,Reinwardtoena reinwardti,,COLUMBIFORMES,Columbidae,ASI
White-faced Cuckoo-Dove,Turacoena manadensis,,COLUMBIFORMES,Columbidae,ASI
Sula Cuckoo-Dove,Turacoena sulaensis,,COLUMBIFORMES,Columbidae,ASI
Slaty Cuckoo-Dove,Turacoena modesta,Near-threatened,COLUMBIFORMES,Columbidae,ASI
Namaqua Dove,Oena capensis,,COLUMBIFORMES,Columbidae,ASI
Asian Emerald Dove,Chalcophaps indica,,COLUMBIFORMES,Columbidae,ASI
Pacific Emerald Dove,Chalcophaps longirostris,,COLUMBIFORMES,Columbidae,ASI
Stephan's Dove,Chalcophaps stephani,,COLUMBIFORMES,Columbidae,ASI
New Guinea Bronzewing,Henicophaps albifrons,,COLUMBIFORMES,Columbidae,ASI
Wetar Ground Dove,Pampusana hoedtii,Endangered,COLUMBIFORMES,Columbidae,ASI
Bronze Ground Dove,Pampusana beccarii,,COLUMBIFORMES,Columbidae,ASI
White-bibbed Ground Dove,Pampusana jobiensis,,COLUMBIFORMES,Columbidae,ASI
Zebra Dove,Geopelia striata,,COLUMBIFORMES,Columbidae,ASI
Peaceful Dove,Geopelia placida,,COLUMBIFORMES,Columbidae,ASI
Barred Dove,Geopelia maugeus,,COLUMBIFORMES,Columbidae,ASI
Bar-shouldered Dove,Geopelia humeralis,,COLUMBIFORMES,Columbidae,ASI
Nicobar Pigeon,Caloenas nicobarica,Near-threatened,COLUMBIFORMES,Columbidae,ASI
Sulawesi Ground Dove,Gallicolumba tristigmata,,COLUMBIFORMES,Columbidae,ASI
Cinnamon Ground Dove,Gallicolumba rufigula,,COLUMBIFORMES,Columbidae,ASI
Mindoro Bleeding-heart,Gallicolumba platenae,Critically endangered,COLUMBIFORMES,Columbidae,ASI
Negros Bleeding-heart,Gallicolumba keayi,Critically endangered,COLUMBIFORMES,Columbidae,ASI
Sulu Bleeding-heart,Gallicolumba menagei,Critically endangered,COLUMBIFORMES,Columbidae,ASI
Luzon Bleeding-heart,Gallicolumba luzonica,Near-threatened,COLUMBIFORMES,Columbidae,ASI
Mindanao Bleeding-heart,Gallicolumba crinigera,Vulnerable,COLUMBIFORMES,Columbidae,ASI
Thick-billed Ground-Pigeon,Trugon terrestris,,COLUMBIFORMES,Columbidae,ASI
Pheasant Pigeon,Otidiphaps nobilis,,COLUMBIFORMES,Columbidae,ASI
Western Crowned-Pigeon,Goura cristata,Vulnerable,COLUMBIFORMES,Columbidae,ASI
